"","INCIDENT_ID","DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
"185",121435,2007,"CA0070100","Antioch",NA,"City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","09-SEP-07",NA,NA,2,NA,NA,"White",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"186",127008,2007,"CA0450200","Redding",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","02-NOV-07",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"187",127179,2007,"CO0030200","Littleton",NA,"City","CO","Colorado","Mountain","West","4","Cities from 25,000 thru 49,999","17-MAY-07",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"188",122230,2007,"CT0002700","Clinton",NA,"City","CT","Connecticut","New England","Northeast","5","Cities from 10,000 thru 24,999","23-NOV-07",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"189",126199,2007,"KS0850100","Salina",NA,"City","KS","Kansas","West North Central","Midwest","4","Cities from 25,000 thru 49,999","24-FEB-07",NA,NA,1,NA,NA,"Black or African American",NA,1,"Motor Vehicle Theft",1,"School/College","Anti-Physical Disability","Individual","S","S"
"190",123000,2007,"MA0093300","Newton",NA,"City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","11-MAY-07",NA,NA,0,NA,NA,"Unknown",NA,1,"Aggravated Assault",1,"School/College","Anti-Physical Disability","Individual","S","S"
"191",123374,2007,"MI8121800","Ann Arbor",NA,"City","MI","Michigan","East North Central","Midwest","2","Cities from 100,000 thru 249,999","02-OCT-07",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"192",126509,2007,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","28-APR-07",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Residence/Home","Anti-Physical Disability","Business","S","S"
"193",126514,2007,"MN0272100","St. Louis Park",NA,"City","MN","Minnesota","West North Central","Midwest","4","Cities from 25,000 thru 49,999","12-NOV-07",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"194",126679,2007,"MO0390300","Springfield",NA,"City","MO","Missouri","West North Central","Midwest","2","Cities from 100,000 thru 249,999","12-APR-07",NA,NA,2,NA,NA,"White",NA,1,"Simple Assault",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"195",127378,2007,"NJ0072100","West Caldwell Township",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","24-JUN-07",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"196",128235,2007,"NJ0151200","Lacey Township",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","30-MAR-07",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
"197",124193,2007,"NY0303000","New York",NA,"City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","26-FEB-07",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"198",124534,2007,"OHCOP0000","Columbus",NA,"City","OH","Ohio","East North Central","Midwest","1B","Cities from 500,000 thru 999,999","28-MAY-07",NA,NA,2,NA,NA,"Black or African American",NA,1,"Extortion/Blackmail",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"199",124733,2007,"OR0260200","Portland",NA,"City","OR","Oregon","Pacific","West","1B","Cities from 500,000 thru 999,999","03-NOV-07",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"200",128323,2007,"TN0790000","Shelby",NA,"County","TN","Tennessee","East South Central","South","9A","MSA counties 100,000 or over","01-AUG-07",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"School/College","Anti-Physical Disability","Individual","S","S"
"201",128336,2007,"TN0910300","Collinwood",NA,"City","TN","Tennessee","East South Central","South","7","Cities under 2,500","27-SEP-07",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"202",128913,2007,"TNMPD0000","Memphis",NA,"City","TN","Tennessee","East South Central","South","1B","Cities from 500,000 thru 999,999","05-SEP-07",NA,NA,1,NA,NA,"Black or African American",NA,1,"Theft From Building",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"203",128729,2007,"WA0320400","Spokane",NA,"City","WA","Washington","Pacific","West","2","Cities from 100,000 thru 249,999","24-AUG-07",NA,NA,4,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"204",135751,2008,"CA0380100","San Francisco",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","11-JUL-08",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Drug Store/Doctor's Office/Hospital","Anti-Physical Disability","Individual","S","S"
"205",133946,2008,"CA0570100","Davis",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","21-OCT-08",NA,NA,2,NA,NA,"White",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"206",129879,2008,"CO0440300","Wiggins",NA,"City","CO","Colorado","Mountain","West","7","Cities under 2,500","04-JAN-08",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"207",129823,2008,"CODPD0000","Denver",NA,"City","CO","Colorado","Mountain","West","1B","Cities from 500,000 thru 999,999","01-DEC-08",NA,NA,1,NA,NA,"Unknown",NA,1,"Credit Card/Automated Teller Machine Fraud",1,"Convenience Store","Anti-Physical Disability","Individual","S","S"
"208",134813,2008,"DE303SP00","State Police:","Sussex County","State Police","DE","Delaware","South Atlantic","South","8A","Non-MSA counties 100,000 or over","07-AUG-08",NA,NA,1,NA,NA,"Black or African American",NA,2,"Destruction/Damage/Vandalism of Property;Simple Assault",2,"Residence/Home","Anti-Physical Disability","Individual","M","S"
"209",130358,2008,"IN0710100","Mishawaka",NA,"City","IN","Indiana","East North Central","Midwest","4","Cities from 25,000 thru 49,999","17-MAR-08",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"210",130361,2008,"IN0710100","Mishawaka",NA,"City","IN","Indiana","East North Central","Midwest","4","Cities from 25,000 thru 49,999","01-SEP-08",NA,NA,2,NA,NA,"Unknown",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"211",130472,2008,"KY0570200","Wilmore",NA,"City","KY","Kentucky","East South Central","South","6","Cities from 2,500 thru 9,999","17-DEC-08",NA,NA,0,NA,NA,"Unknown",NA,1,"All Other Larceny",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"212",134100,2008,"MI2532100","Clio",NA,"City","MI","Michigan","East North Central","Midwest","6","Cities from 2,500 thru 9,999","09-DEC-08",NA,NA,0,NA,NA,"Unknown",NA,1,"Theft From Building",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"213",131024,2008,"MI5071300","Roseville",NA,"City","MI","Michigan","East North Central","Midwest","4","Cities from 25,000 thru 49,999","22-SEP-08",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"214",134849,2008,"MI8278300","Trenton",NA,"City","MI","Michigan","East North Central","Midwest","5","Cities from 10,000 thru 24,999","17-OCT-08",NA,NA,2,NA,NA,"White",NA,4,"Intimidation",4,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"215",134980,2008,"MN0070100","Mankato",NA,"City","MN","Minnesota","West North Central","Midwest","4","Cities from 25,000 thru 49,999","06-MAY-08",NA,NA,1,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Physical Disability","Other","S","S"
"216",132359,2008,"NC0600100","Charlotte-Mecklenburg",NA,"City","NC","North Carolina","South Atlantic","South","1B","Cities from 500,000 thru 999,999","14-OCT-08",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"217",132128,2008,"NY0303000","New York",NA,"City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","12-SEP-08",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual;Other","M","S"
"218",132556,2008,"OH0570700","Miami Township, Montgomery County",NA,"City","OH","Ohio","East North Central","Midwest","4","Cities from 25,000 thru 49,999","10-JUL-08",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Grocery/Supermarket","Anti-Physical Disability","Individual","S","S"
"219",136370,2008,"OR0260200","Portland",NA,"City","OR","Oregon","Pacific","West","1B","Cities from 500,000 thru 999,999","20-OCT-08",NA,NA,1,NA,NA,"Unknown",NA,1,"Not Specified",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"220",132939,2008,"SC0160100","Darlington",NA,"City","SC","South Carolina","South Atlantic","South","6","Cities from 2,500 thru 9,999","28-JAN-08",NA,NA,3,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"221",132997,2008,"SC0460300","Rock Hill",NA,"City","SC","South Carolina","South Atlantic","South","3","Cities from 50,000 thru 99,999","11-JUL-08",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"222",133019,2008,"SD0140100","Watertown",NA,"City","SD","South Dakota","West North Central","Midwest","5","Cities from 10,000 thru 24,999","01-DEC-08",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"223",136495,2008,"TN0350000","Hardeman",NA,"County","TN","Tennessee","East South Central","South","8C","Non-MSA counties from 10,000 thru 24,999","02-MAY-08",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"224",136509,2008,"TN0570100","Jackson",NA,"City","TN","Tennessee","East South Central","South","3","Cities from 50,000 thru 99,999","11-NOV-08",NA,NA,2,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"School/College","Anti-Physical Disability","Individual","S","S"
"225",133058,2008,"TNTBI0000","Tennessee Bureau of Investigation",NA,"Other State Agency","TN","Tennessee","East South Central","South","7","Cities under 2,500","19-AUG-08",NA,NA,2,NA,NA,"White",NA,1,"Murder and Nonnegligent Manslaughter",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"226",133393,2008,"VA0100000","Bedford",NA,"County","VA","Virginia","South Atlantic","South","9B","MSA counties from 25,000 thru 99,999","28-AUG-08",NA,NA,2,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"227",133460,2008,"VA0530000","Loudoun",NA,"County","VA","Virginia","South Atlantic","South","9A","MSA counties 100,000 or over","06-JUN-08",NA,NA,0,NA,NA,"Unknown",NA,1,"False Pretenses/Swindle/Confidence Game",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"228",133381,2008,"VT0040100","Burlington",NA,"City","VT","Vermont","New England","Northeast","4","Cities from 25,000 thru 49,999","15-JAN-08",NA,NA,1,NA,NA,"White",NA,3,"Simple Assault",3,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"229",136797,2008,"VT0120200","Montpelier",NA,"City","VT","Vermont","New England","Northeast","6","Cities from 2,500 thru 9,999","13-AUG-08",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"230",133543,2008,"WASPD0000","Seattle",NA,"City","WA","Washington","Pacific","West","1B","Cities from 500,000 thru 999,999","18-MAY-08",NA,NA,1,NA,NA,"Black or African American",NA,2,"Simple Assault",2,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"231",137375,2009,"CA0195000","Palmdale",NA,"City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999","18-APR-09",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"232",137716,2009,"CA0570100","Davis",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","31-AUG-09",NA,NA,1,NA,NA,"White",NA,1,"Not Specified",1,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"233",141669,2009,"CODPD0000","Denver",NA,"City","CO","Colorado","Mountain","West","1B","Cities from 500,000 thru 999,999","27-NOV-09",NA,NA,1,NA,NA,"Black or African American",NA,1,"Aggravated Assault",1,"Field/Woods","Anti-Physical Disability","Individual","S","S"
"234",142874,2009,"CT0007700","Manchester",NA,"City","CT","Connecticut","New England","Northeast","3","Cities from 50,000 thru 99,999","15-MAY-09",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",0,"Government/Public Building","Anti-Physical Disability","Government","S","S"
"235",137916,2009,"CT0015200","Waterford",NA,"City","CT","Connecticut","New England","Northeast","5","Cities from 10,000 thru 24,999","10-OCT-09",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Service/Gas Station","Anti-Physical Disability","Individual","S","S"
"236",138473,2009,"KY0930400","Oldham County Police Department",NA,"County","KY","Kentucky","East South Central","South","9B","MSA counties from 25,000 thru 99,999","29-SEP-09",NA,NA,0,NA,NA,"Unknown",NA,1,"Embezzlement",1,"Bank/Savings and Loan","Anti-Physical Disability","Individual","S","S"
"237",142551,2009,"MA0130400","Revere",NA,"City","MA","Massachusetts","New England","Northeast","3","Cities from 50,000 thru 99,999","21-MAR-09",NA,NA,0,NA,NA,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"238",138827,2009,"MI5805800","State Police:","Monroe County","State Police","MI","Michigan","East North Central","Midwest","9D","MSA counties under 10,000","10-AUG-09",NA,NA,1,NA,NA,"White",NA,1,"Drug/Narcotic Violations",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Society/Public","S","S"
"239",138855,2009,"MI6380800","Waterford Township",NA,"City","MI","Michigan","East North Central","Midwest","3","Cities from 50,000 thru 99,999","14-AUG-09",NA,NA,2,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"240",143328,2009,"MN0271100","Minneapolis",NA,"City","MN","Minnesota","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","30-AUG-09",NA,NA,2,NA,NA,"Multiple",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"241",139136,2009,"NB0550100","Lincoln",NA,"City","NB","Nebraska","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","30-JUN-09",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Field/Woods","Anti-Physical Disability","Individual","S","S"
"242",141824,2009,"NB0550100","Lincoln",NA,"City","NB","Nebraska","West North Central","Midwest","1C","Cities from 250,000 thru 499,999","30-JUN-09",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Field/Woods","Anti-Physical Disability","Individual","S","S"
"243",143524,2009,"NY0510100","Suffolk County Police Department",NA,"County","NY","New York","Middle Atlantic","Northeast","9A","MSA counties 100,000 or over","10-DEC-09",NA,NA,0,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Church/Synagogue/Temple/Mosque","Anti-Physical Disability","Individual","S","S"
"244",140015,2009,"OH0090000","Butler",NA,"County","OH","Ohio","East North Central","Midwest","9B","MSA counties from 25,000 thru 99,999","10-DEC-09",NA,NA,0,NA,NA,"Unknown",NA,1,"All Other Larceny",1,"Church/Synagogue/Temple/Mosque","Anti-Physical Disability","Individual","S","S"
"245",140113,2009,"OH0740000","Seneca",NA,"County","OH","Ohio","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","07-NOV-09",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"246",140114,2009,"OH0740000","Seneca",NA,"County","OH","Ohio","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","08-NOV-09",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"247",142199,2009,"OH0740000","Seneca",NA,"County","OH","Ohio","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","03-MAR-09",NA,NA,0,NA,NA,"Unknown",NA,1,"All Other Larceny",1,"Jail/Prison/Penitentiary/Corrections Facility","Anti-Physical Disability","Individual","S","S"
"248",142202,2009,"OH0740000","Seneca",NA,"County","OH","Ohio","East North Central","Midwest","8B","Non-MSA counties from 25,000 thru 99,999","15-MAY-09",NA,NA,0,NA,NA,"Unknown",NA,1,"All Other Larceny",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"249",142210,2009,"OH0771000","Norton",NA,"City","OH","Ohio","East North Central","Midwest","5","Cities from 10,000 thru 24,999","02-MAY-09",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"250",140191,2009,"OR0020100","Corvallis",NA,"City","OR","Oregon","Pacific","West","3","Cities from 50,000 thru 99,999","10-JAN-09",NA,NA,2,NA,NA,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"251",142525,2009,"SC0130000","Chesterfield",NA,"County","SC","South Carolina","South Atlantic","South","8B","Non-MSA counties from 25,000 thru 99,999","05-APR-09",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"252",140350,2009,"SC0160300","Lamar",NA,"City","SC","South Carolina","South Atlantic","South","7","Cities under 2,500","04-MAR-09",NA,NA,2,NA,NA,"Black or African American",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"253",142612,2009,"SC0261000","Coastal Carolina University",NA,"University or College","SC","South Carolina","South Atlantic","South","7","Cities under 2,500","19-NOV-09",NA,NA,4,NA,NA,"Multiple",NA,1,"Aggravated Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"254",143129,2009,"VT0030200","Lyndonville",NA,"City","VT","Vermont","New England","Northeast","7","Cities under 2,500","09-JAN-09",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"255",143639,2010,"AZ0072300","Phoenix",NA,"City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","18-FEB-10",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"256",143666,2010,"AZ0072300","Phoenix",NA,"City","AZ","Arizona","Mountain","West","1A","Cities 1,000,000 or over","14-JUL-10",NA,NA,1,NA,NA,"White",NA,1,"Simple Assault",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"257",143873,2010,"CA0191H0X","West Hollywood",NA,"City","CA","California","Pacific","West","4","Cities from 25,000 thru 49,999","26-SEP-10",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Restaurant","Anti-Physical Disability","Individual","S","S"
"258",147989,2010,"CA0194200","Los Angeles",NA,"City","CA","California","Pacific","West","1A","Cities 1,000,000 or over","25-OCT-10",NA,NA,1,NA,NA,"Black or African American",NA,1,"Simple Assault",1,"Commercial/Office Building","Anti-Physical Disability","Individual","S","S"
"259",148054,2010,"CA0300700","Fountain Valley",NA,"City","CA","California","Pacific","West","3","Cities from 50,000 thru 99,999","06-JAN-10",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"School/College","Anti-Physical Disability","Individual","S","S"
"260",144781,2010,"IL0570200","Normal",NA,"City","IL","Illinois","East North Central","Midwest","3","Cities from 50,000 thru 99,999","22-OCT-10",NA,NA,1,NA,NA,"Black or African American",NA,2,"Aggravated Assault;Not Specified",1,"Residence/Home","Anti-Physical Disability","Individual;Other","M","S"
"261",145022,2010,"KY0565200","Jefferson County School District",NA,"Other","KY","Kentucky","East South Central","South","7","Cities under 2,500","18-OCT-10",NA,NA,2,NA,NA,"Black or African American",NA,1,"Kidnapping/Abduction",1,"School/College","Anti-Physical Disability","Individual","S","S"
"262",145033,2010,"KY0640100","Louisa",NA,"City","KY","Kentucky","East South Central","South","7","Cities under 2,500","09-JUL-10",NA,NA,1,NA,NA,"White",NA,1,"Aggravated Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"263",145075,2010,"ME0030500","Portland",NA,"City","ME","Maine","New England","Northeast","3","Cities from 50,000 thru 99,999","23-SEP-10",NA,NA,1,NA,NA,"White",NA,1,"Intimidation",1,"Convenience Store","Anti-Physical Disability","Individual","S","S"
"264",145918,2010,"NJ0090600","Jersey City",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","2","Cities from 100,000 thru 249,999","10-JUL-10",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Air/Bus/Train Terminal","Anti-Physical Disability","Individual","S","S"
"265",149310,2010,"NJ0151400","Lakewood Township",NA,"City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","28-APR-10",NA,NA,0,NA,NA,"Unknown",NA,1,"Intimidation",1,"Other/Unknown","Anti-Physical Disability","Individual","S","S"
"266",146688,2010,"OH0860200","Montpelier",NA,"City","OH","Ohio","East North Central","Midwest","6","Cities from 2,500 thru 9,999","13-DEC-10",NA,NA,4,NA,NA,"White",NA,3,"All Other Larceny",3,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"267",149242,2010,"OR0200200","Eugene",NA,"City","OR","Oregon","Pacific","West","2","Cities from 100,000 thru 249,999","03-AUG-10",NA,NA,3,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"268",146908,2010,"SC0420000","Spartanburg",NA,"County","SC","South Carolina","South Atlantic","South","9A","MSA counties 100,000 or over","26-MAR-10",NA,NA,1,NA,NA,"White",NA,1,"Drug/Narcotic Violations",0,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Society/Public","S","S"
"269",146910,2010,"SC0430100","Sumter",NA,"City","SC","South Carolina","South Atlantic","South","4","Cities from 25,000 thru 49,999","06-JAN-10",NA,NA,1,NA,NA,"Black or African American",NA,1,"Not Specified",1,"Hotel/Motel/Etc.","Anti-Physical Disability","Individual","S","S"
"270",149476,2010,"TN0730400","Rockwood",NA,"City","TN","Tennessee","East South Central","South","6","Cities from 2,500 thru 9,999","30-MAY-10",NA,NA,2,NA,NA,"Multiple",NA,3,"Simple Assault",3,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"271",150201,2010,"VA1220000","Richmond",NA,"City","VA","Virginia","South Atlantic","South","2","Cities from 100,000 thru 249,999","22-MAY-10",NA,NA,0,NA,NA,"Unknown",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"272",148273,2010,"WA0010000","Adams",NA,"County","WA","Washington","Pacific","West","8D","Non-MSA counties under 10,000","02-DEC-10",NA,NA,4,NA,NA,"White",NA,1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Physical Disability","Individual","S","S"
"273",148533,2010,"WA0172400","University of Washington",NA,"University or College","WA","Washington","Pacific","West","7","Cities under 2,500","01-OCT-10",NA,NA,3,NA,NA,"White",NA,1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Physical Disability","Individual","S","S"
"274",150604,2011,"CA0090200","South Lake Tahoe",NA,"City","CA","California","Pacific","West","5","Cities from 10,000 thru 24,999","26-JAN-11",0,0,1,0,0,"White",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"275",151058,2011,"CA0301900","Santa Ana",NA,"City","CA","California","Pacific","West","1C","Cities from 250,000 thru 499,999","12-MAY-11",0,0,0,0,0,"Unknown",NA,1,"Intimidation",1,"Specialty Store","Anti-Physical Disability","Individual","S","S"
"276",151444,2011,"CA0431300","San Jose",NA,"City","CA","California","Pacific","West","1B","Cities from 500,000 thru 999,999","27-AUG-11",0,0,2,0,0,"Black or African American",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"277",152205,2011,"IL0720000","Peoria",NA,"County","IL","Illinois","East North Central","Midwest","9B","MSA counties from 25,000 thru 99,999","06-APR-11",0,0,0,0,0,"Unknown",NA,1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"278",152557,2011,"KY1060100","Shelbyville",NA,"City","KY","Kentucky","East South Central","South","5","Cities from 10,000 thru 24,999","17-MAY-11",0,0,1,0,0,"White",NA,1,"Simple Assault",1,"Grocery/Supermarket","Anti-Physical Disability","Individual","S","S"
"279",152705,2011,"MA0050200","Andover",NA,"City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","13-MAR-11",0,0,3,0,0,"White",NA,4,"Destruction/Damage/Vandalism of Property",2,"Parking/Drop Lot/Garage","Anti-Physical Disability","Business;Individual","M","S"
"280",152745,2011,"MA0090700","Belmont",NA,"City","MA","Massachusetts","New England","Northeast","5","Cities from 10,000 thru 24,999","18-MAY-11",0,0,0,0,0,"Unknown",NA,1,"Simple Assault",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
"281",152799,2011,"MA0112300","Stoughton",NA,"City","MA","Massachusetts","New England","Northeast","4","Cities from 25,000 thru 49,999","12-MAR-11",0,0,2,0,0,"White",NA,3,"Credit Card/Automated Teller Machine Fraud;False Pretenses/Swindle/Confidence Game;Impersonation",3,"Residence/Home","Anti-Physical Disability","Individual","M","S"
"282",153073,2011,"MI1611600","Cheboygan",NA,"County","MI","Michigan","East North Central","Midwest","8C","Non-MSA counties from 10,000 thru 24,999","30-DEC-11",0,0,0,0,0,"Unknown",NA,1,"Theft From Building",1,"Residence/Home","Anti-Physical Disability","Individual","S","S"
